@relation pecans

@ATTRIBUTE Site numeric 
@ATTRIBUTE lat numeric 
@ATTRIBUTE long numeric 
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE SEASON numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LMEANELV numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRRCORR2 numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LDEFPER numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWRET numeric 
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE Pecan {0,1}

@data
2137,39.63,-91.25,472,410.4,25.8,-3.7,117.6,34.8,-2,11.8833,959.87,2.5,1,2.5,13.3707,12.3167,764.9403,650.5943,342.3221,21351.4194,20.8608,1023.5169,44.5363,114.3461,25.483,0.7969,90.1964,82.8,29.5,1.4702,29.5918,58.3333,10.545,24.0942,88.7373,30.1218,117.3525,1.1758,6.6897,2.2346,11.1375,28,7,0,3,4,3,68.6813,0.001,0.4286,0.4286,42.8571,7,3,W,0.0515,0.0113,0.0113,0.5944,1.5981,4.3294,3.0101,2.6739,1.1262,2.8836,2.8133,1.0905,1.4698,1.671,1.6656,1.4116,1.7947,3.4898,2.9822,0.1674,-3,0.9294,1.918,1.6321,-0.3579,0.074,2.5344,2.0704,1.5416,2.6132,-1.9586,1.9552,-0.2187,0.3511,0.6031,1.8369,-2,1.3193,1.4712,2.0583,1.4789,0.8261,1.0472,0.4786,-0.0986,-1.6716,369.9676,2.5682,1
2138,38.67,-93.22,780,611.6,25.2,-2.6,135.13,40.13,-2,12.0417,1068.33,2.5,1,2.5,13.3966,12.2583,752.2201,726.7206,520.4728,24998.3958,20.3255,1229.9006,46.2232,25.4994,42.0236,0.7041,127.8057,95,27.8,1.5178,29.6973,60.3989,9.8863,29.9019,82.1008,33.5873,195.92,1.0351,29.4995,1.4453,6.2297,28,7,0,1,6,6,120.7476,0.001,0.1429,0.8571,14.2857,7,3,W,0.0531,0.0111,0.0111,0.5944,1.5875,4.3979,3.0899,2.8921,1.127,2.8763,2.8614,1.0884,1.444,1.6725,1.6758,1.4014,1.8089,3.4888,3.0287,0.1812,-3,0.9294,1.9777,1.1552,-0.8156,0.0192,2.7164,2.1308,1.6035,2.7865,-1.9586,2.1066,-0.2187,0.163,0.7789,2.0819,-2,1.308,1.4727,1.4067,1.5262,1.47,0.7952,0.7789,-0.1524,-1.6757,528.198,2.7228,1
2139,36.55,-93.93,1530,748.3,24,-0.6,141.22,50.8,-1,12.375,1191.26,3.5,2,3.5,13.4356,12.425,736.3619,689.5319,601.2027,29303.8125,25.997,1127.1981,49.6073,46.83,61.7764,0.6181,50.8,90.42,24.6,1.4226,35.9722,64.3478,8.7608,27.2568,70.7941,27.4568,174.52,1.0679,15.7241,1.2248,5.8809,30,7,0,1,6,6,125.2116,0.001,0.1429,0.8571,14.2857,7,3,W,0.0107,0.0099,0.0099,0.5944,1.563,4.4669,3.052,3.1847,1.1283,2.8671,2.8386,1.0943,1.3909,1.6755,1.6937,1.3802,1.8347,3.4873,3.076,0.1531,-3,0.9777,1.9563,1.1552,-0.8156,0.0326,2.779,2.1499,1.7059,2.8741,-1.9586,1.7059,-0.2187,0.0916,0.7789,2.0977,-2,1.4149,1.556,1.6706,1.4386,1.1968,0.7702,0.7789,-0.2089,-1.7011,364.9554,2.5622,0
2140,39.7,-92.05,740,474.8,24.6,-4.4,131.06,40.89,-2,10.85,980.18,2.5,1,2.5,13.1568,11.4667,720.7808,623.2472,413.4624,22734.7633,23.8536,953.0949,44.6754,97.5335,35.9886,0.7354,111.6497,90.17,29,1.6045,31.1995,58.3333,10.3325,26.0775,95.2306,31.9258,117.3525,1.1565,7.3901,1.7433,10.2161,28,7,0,2,5,5,70.5534,0.001,0.2857,0.7143,28.5714,7,3,W,0.0606,0.0118,0.0118,0.5944,1.5989,4.3567,2.9791,2.8692,1.1192,2.8578,2.7947,1.0594,1.4624,1.6613,1.659,1.3909,1.7947,3.4907,2.9913,0.2053,-3,0.9294,1.9551,1.4561,-0.5291,0.0669,2.6164,2.1175,1.6116,2.6765,-1.9586,2.0479,-0.2187,0.2439,0.6998,1.8486,-2,1.3776,1.4941,1.9892,1.5041,0.8692,1.0097,0.6998,-0.1335,-1.6615,412.8627,2.6158,0
2141,36.88,-89.62,310,579.4,26.8,0.4,119.13,76.2,4,14.2333,1185.18,8.5,3,8.5,13.907,14.2333,832.7636,666.8657,424.167,23441.3936,21.9826,1066.3597,48.0348,165.8979,42.3189,0.7026,82.6701,42.93,26.4,1.2062,63.9637,63.2312,9.4235,16.1826,66.2073,16.385,117.3525,1.2488,5.0197,1.9633,13.1143,26,9,0,3,6,5,63.5002,0.001,0.3333,0.5556,33.3333,6,3,W,0.0976,0.009,0.009,0.7642,1.5669,4.37,3.0279,2.4914,1.1432,2.9205,2.824,1.1533,1.4216,1.6923,1.7024,1.4281,1.8276,3.4866,3.0738,0.0814,-3,1.1614,1.6328,1.523,-0.4643,0.1,2.6275,2.076,1.882,2.763,-1.9586,1.9174,-0.1111,0.2952,0.7789,1.8028,-2,1.3421,1.8059,2.2199,1.2144,0.7015,1.1181,0.6998,-0.1533,-1.7212,296.0781,2.4714,1
2142,39.38,-94.55,904,659.8,25.3,-3.6,127.25,27.18,2,11.55,920.76,6.5,3,6.5,13.3171,11.95,744.1712,687.9079,405.2697,22412.2677,19.9611,1122.7945,45.0345,56.2633,23.7296,0.8082,71.7576,100.07,28.9,1.6584,21.3595,58.8905,10.2956,34.9404,89.1393,45.5368,195.92,1.0818,13.2266,1.8362,6.5241,30,7,0,1,6,5,114.065,0.001,0.1429,0.7143,14.2857,7,3,W,0.0685,0.0129,0.0129,0.5944,1.5954,4.3505,3.0503,2.9562,1.1244,2.8717,2.8375,1.0774,1.4609,1.6679,1.6665,1.4031,1.7986,3.4898,2.9641,0.2197,-3,1.0969,2.0003,1.1552,-0.8156,0.0381,2.6078,2.1047,1.4342,2.8194,-1.9586,1.8559,-0.2187,0.2663,0.7789,2.0572,-2,1.3002,1.3296,1.7503,1.6584,1.1218,0.8152,0.6998,-0.0925,-1.6402,405.078,2.6075,0
2143,40.25,-93.72,875,539.1,23.8,-6.1,126.24,25.91,0.1,9.8333,935.98,4.6,2,4.6,12.9129,10.85,693.7404,684.5269,415.5886,23216.4504,20.8472,1113.6488,43.325,9.2135,34.9179,0.7412,72.1984,100.33,29.9,1.6185,20.5244,56.5407,10.678,34.7931,108.5894,44.6076,195.92,1.0135,75.2961,1.6693,5.8598,28,7,0,1,6,7,118.3907,0.001,0.1429,1,14.2857,7,3,W,0.0002,0.0118,0.0118,0.5944,1.6049,4.3658,3.0467,2.942,1.111,2.8412,2.8354,1.0354,1.4757,1.6516,1.6425,1.3766,1.782,3.4926,2.9713,0.2091,-3,1.0253,2.0014,1.1552,-0.8156,0.0101,2.6187,2.1012,1.4135,2.7317,-1.9586,1.8586,-0.2187,0.2251,0.7789,2.0734,-2,1.319,1.3123,0.9649,1.6494,1.8768,0.7686,0.8457,-0.1301,-1.6615,556.2909,2.7453,0
2144,37.23,-93.38,1259,716.2,25.8,-0.2,127.51,53.59,-1,13.425,1142.23,3.5,2,3.5,13.7176,13.4417,792.4698,722.4067,486.2124,26671.4913,21.9013,1217.8049,48.3725,70.0632,44.1355,0.6938,53.59,73.92,26,1.3396,42.0281,63.2768,9.3097,23.877,69.3462,25.0846,174.52,1.097,11.3108,1.6299,7.0444,30,7,0,2,5,5,112.4957,0.001,0.2857,0.7143,28.5714,7,3,W,0.0094,0.0099,0.0099,0.5944,1.571,4.426,3.0856,3.1,1.1373,2.899,2.8588,1.1285,1.415,1.6851,1.6972,1.4116,1.8279,3.487,3.0578,0.127,-3,0.9777,1.8688,1.4561,-0.5291,0.0441,2.6868,2.1055,1.7291,2.855,-1.9586,1.7292,-0.2187,0.2148,0.6998,2.0512,-2,1.3405,1.6235,1.8456,1.3994,1.0539,0.8485,0.6998,-0.1588,-1.7011,409.4403,2.6122,0
2145,38,-91.37,700,539.1,24.3,-2,112.27,53.09,-2,11.7583,1055.89,2.5,1,2.5,13.3353,11.925,728.5985,639.0959,447.8387,24431.7961,24.5876,993.6641,47.663,89.5027,44.9207,0.69,181.0607,59.18,26.3,1.2759,47.2878,62.0491,9.3592,18.3077,79.5967,20.8064,117.3525,1.14,8.1405,1.6269,10.9728,28,7,0,2,5,5,66.4007,0.001,0.2857,0.7143,28.5714,7,3,W,0.0309,0.0093,0.0093,0.5944,1.5799,4.388,2.9972,2.8451,1.125,2.8625,2.8056,1.0765,1.42,1.6699,1.6812,1.3856,1.8199,3.4885,3.0236,0.1058,-3,0.9294,1.7722,1.4561,-0.5291,0.0607,2.6511,2.0503,1.725,2.7317,-1.9586,2.2578,-0.2187,0.214,0.6998,1.8222,-2,1.3907,1.6747,1.9519,1.3182,0.9112,1.0407,0.6998,-0.1612,-1.7144,458.8423,2.6617,0
2146,39.97,-91.88,690,426.5,25.1,-3.6,122.17,33.78,-2,11.6917,918.73,2.5,1,2.5,13.2916,12.125,752.5383,636.5646,307.0033,20604.6141,20.8731,987.1395,45.1896,115.9737,22.0842,0.8191,75.3879,88.39,28.7,1.5957,27.65,59.0585,10.2712,25.8349,87.8505,33.7443,117.3525,1.1822,6.4889,2.4512,10.8968,28,7,0,2,5,4,69.0608,0.001,0.2857,0.5714,28.5714,7,3,W,0.0631,0.0124,0.0124,0.5944,1.6018,4.314,2.9944,2.8388,1.1236,2.8765,2.8038,1.0837,1.4579,1.6692,1.6665,1.3997,1.7997,3.4897,2.9632,0.203,-3,0.9294,1.9464,1.4561,-0.5291,0.0763,2.4872,2.087,1.5287,2.6299,-1.9586,1.8774,-0.2187,0.3911,0.6998,1.8393,-2,1.3196,1.4417,2.0644,1.5282,0.8128,1.0377,0.6031,-0.0867,-1.6498,396.7055,2.5985,0
2147,37.7,-93.77,924,708.1,26.6,-1.2,131.06,44.2,-2,13.3417,1120.64,2.5,1,2.5,13.7095,13.4417,805.0352,729.059,499.9872,24683.4918,19.9628,1236.477,46.5302,75.9762,39.2038,0.7184,44.2,86.86,27.8,1.4034,33.725,61.1732,9.9024,25.2873,74.2215,27.0781,174.52,1.1042,10.5959,1.6101,7.3058,28,7,0,2,5,5,110.1908,0.001,0.2857,0.7143,28.5714,7,3,W,0.0441,0.0105,0.0105,0.5944,1.5765,4.3924,3.0922,2.9657,1.137,2.9058,2.8628,1.1285,1.444,1.6843,1.6884,1.4249,1.8141,3.4877,3.0495,0.1472,-3,0.9294,1.9388,1.4561,-0.5291,0.047,2.699,2.1175,1.6454,2.8501,-1.9586,1.6455,-0.2187,0.2095,0.6998,2.0422,-2,1.3002,1.528,1.8807,1.4326,1.0255,0.8643,0.6998,-0.1436,-1.6882,432.3087,2.6358,1
2148,37.18,-91.65,1180,627.6,24.9,-0.7,125.73,53.34,-2,12.6417,1109.47,2.5,1,2.5,13.5476,12.7,754.7967,682.0758,470.9522,25351.2409,22.9001,1107.0371,48.6561,72.7209,46.9892,0.6803,53.34,72.39,25.6,1.3599,42.4242,63.3763,9.0763,20.7055,71.7966,22.395,155.083,1.1066,10.3794,1.6027,7.923,28,7,0,2,5,5,95.2668,0.001,0.2857,0.7143,28.5714,7,3,W,0.0392,0.01,0.01,0.5944,1.5704,4.404,3.0442,3.0719,1.1319,2.8778,2.8338,1.1038,1.4082,1.678,1.6928,1.3962,1.8285,3.4874,3.0451,0.1335,-3,0.9294,1.8597,1.4561,-0.5291,0.0479,2.673,2.0994,1.7271,2.7977,-1.9586,1.7271,-0.2187,0.2076,0.6998,1.979,-2,1.3598,1.6276,1.8617,1.3502,1.0166,0.8994,0.6998,-0.1673,-1.699,468.6693,2.6709,0
2149,38.97,-93.42,680,595.5,25.4,-3.3,125.73,38.1,-2,12.0083,1036.31,2.5,1,2.5,13.3569,12.3,758.2369,710.0631,459.1764,25038.0493,21.1567,1183.4582,45.2853,48.1739,36.6736,0.7317,130.7318,87.63,28.7,1.4559,30.303,59.233,10.1126,27.0309,84.2131,31.3006,195.92,1.0678,15.7396,1.6513,6.3714,30,7,0,2,5,5,119.0068,0.001,0.2857,0.7143,28.5714,7,3,W,0.0482,0.0108,0.0108,0.5944,1.5908,4.3986,3.0732,2.8325,1.1257,2.8798,2.8513,1.0899,1.4579,1.6722,1.6693,1.4048,1.8009,3.4891,3.0155,0.1631,-3,0.9294,1.9427,1.4561,-0.5291,0.0325,2.662,2.0994,1.5809,2.7749,-1.9586,2.1164,-0.2187,0.2204,0.6998,2.0756,-2,1.3254,1.4815,1.6829,1.4956,1.1973,0.8049,0.6998,-0.1357,-1.6819,479.6909,2.681,1
2150,40.45,-95.4,1040,684,24.3,-5.3,122.94,21.08,0.1,10.425,851.41,4.6,2,4.6,13.0426,11.2667,716.6361,690.3119,314.8964,20516.4357,18.1671,1129.3155,43.8848,26.3242,18.8065,0.8417,72.13,101.86,29.6,1.7327,17.1466,57.2872,10.6955,35.6953,102.5944,50.3099,195.92,1.0381,27.2235,2.2758,7.2154,28,7,0,1,6,6,99.3203,0.001,0.1429,0.8571,14.2857,7,3,W,0.0002,0.0135,0.0135,0.5944,1.607,4.3121,3.0528,3.017,1.1154,2.8553,2.839,1.0518,1.4713,1.6573,1.6503,1.3856,1.7874,3.4917,2.9301,0.2387,-3,1.0253,2.008,1.1552,-0.8156,0.0204,2.4982,2.0897,1.3239,2.8351,-1.9586,1.8582,-0.2187,0.359,0.7789,1.9971,-2,1.2593,1.2342,1.4205,1.7017,1.4351,0.8589,0.7789,-0.0748,-1.6289,692.3176,2.8403,0
2151,40.08,-93.62,837,555.2,24.4,-4.9,130.3,28.7,-2,10.5417,900.42,2.5,1,2.5,13.0885,11.3,714.8302,677.9193,411.0923,21621.1131,19.7298,1095.861,44.2606,36.9108,25.9628,0.7939,96.01,101.6,29.3,1.7365,22.0261,57.781,10.5136,32.6113,99.7336,43.4614,195.92,1.0544,19.3664,1.7389,6.7653,28,7,0,2,5,5,105.6615,0.001,0.2857,0.7143,28.5714,7,3,W,0.073,0.0132,0.0132,0.5944,1.603,4.3349,3.0398,2.9227,1.1169,2.8542,2.8312,1.0531,1.4669,1.6584,1.6542,1.3874,1.7909,3.4913,2.9544,0.2397,-3,0.9294,2.0069,1.4561,-0.5291,0.0271,2.6139,2.1149,1.4579,2.7445,-1.9586,1.9824,-0.2187,0.2428,0.6998,2.024,-2,1.2951,1.3429,1.5673,1.6381,1.2873,0.8309,0.6998,-0.1002,-1.6345,636.8097,2.804,0
2152,38.25,-93.4,632,627.6,26.3,-1.6,130.05,35.81,-2,12.8917,1025.66,2.5,1,2.5,13.6323,13.025,785.6675,704.6452,441.497,22833.1623,19.5405,1168.5062,46.3747,81.0224,30.5463,0.766,16.9088,94.24,27.9,1.5216,27.5356,60.8696,9.8693,26.207,76.5555,30.6616,188.644,1.115,9.6969,1.7796,7.2596,28,7,0,3,4,4,108.2239,0.001,0.4286,0.5714,42.8571,7,3,W,0.0564,0.0118,0.0118,0.5944,1.5827,4.3586,3.0676,2.8007,1.1346,2.8952,2.848,1.1148,1.4456,1.6803,1.6848,1.42,1.812,3.4881,3.011,0.1823,-3,0.9294,1.9742,1.6321,-0.3579,0.0512,2.6449,2.1141,1.554,2.7977,-1.9586,1.2284,-0.2187,0.2528,0.6031,2.0344,-2,1.2909,1.4399,1.9087,1.4866,0.9871,0.8615,0.6031,-0.1158,-1.6615,481.4857,2.6826,1
2153,38.45,-91,540,450.6,26.1,-0.7,114.55,56.9,-2,13.4917,1079.5,2.5,1,2.5,13.7011,13.55,805.7415,676.8032,428.2293,22060.2472,20.1857,1092.8677,47.5336,128.9383,33.976,0.7464,56.9,57.65,26.8,1.2734,49.6726,62.3066,9.525,17.5803,70.5994,19.5427,117.3525,1.1905,6.249,1.8816,12.8101,26,8,0,3,5,4,62.8988,0.001,0.375,0.5,37.5,7,3,W,0.032,0.0097,0.0097,0.6793,1.585,4.3436,3.0386,2.7324,1.1368,2.9062,2.8305,1.1319,1.4281,1.6857,1.6928,1.4166,1.8216,3.4872,3.0332,0.105,-3,0.9294,1.7608,1.5741,-0.4145,0.0794,2.6317,2.059,1.7551,2.6538,-1.9586,1.7552,-0.1616,0.2768,0.6998,1.7987,-2,1.305,1.6961,2.1104,1.291,0.7965,1.1079,0.6031,-0.127,-1.7055,444.4984,2.6479,1
2154,40.48,-93,1062,466.7,23.7,-5.9,130.81,27.69,0.1,9.8583,952.99,4.6,2,4.6,12.9149,10.8417,693.7636,684.9005,439.1274,23641.9404,21.21,1114.658,43.6124,8.8631,37.3652,0.728,93.1572,103.12,29.6,1.6472,21.1681,56.9141,10.6179,35.3287,107.7053,44.4857,195.92,1.0129,78.2755,1.5799,5.44,28,7,0,1,6,7,127.5298,0.001,0.1429,1,14.2857,7,3,W,0.0002,0.0119,0.0119,0.5944,1.6073,4.3737,3.0471,3.0261,1.1111,2.8412,2.8356,1.0351,1.4713,1.6518,1.6444,1.3747,1.7847,3.4924,2.9791,0.2167,-3,1.0253,2.0133,1.1552,-0.8156,0.0098,2.6426,2.1166,1.4423,2.669,-1.9586,1.9693,-0.2187,0.2014,0.7789,2.1056,-2,1.3265,1.3257,0.9481,1.6482,1.8937,0.7364,0.8457,-0.1379,-1.6596,481.7265,2.6828,0
2155,36.98,-91.02,1000,619.6,25.2,-0.3,131.57,75.18,4,13.2333,1208.02,8.5,3,8.5,13.6299,13.2583,779.2113,715.4858,564.2871,27224.2597,22.7153,1198.499,48.8367,63.7255,55.0311,0.645,75.18,56.39,25.5,1.307,57.1407,63.6752,9.0702,19.3191,68.5403,19.1909,174.52,1.0891,12.2276,1.3809,7.4537,28,7,0,2,5,4,104.5403,0.001,0.2857,0.5714,28.5714,7,3,W,0.1326,0.0093,0.0093,0.5944,1.5681,4.435,3.0786,3,1.1345,2.8917,2.8546,1.1225,1.4065,1.6833,1.6964,1.4014,1.8304,3.4869,3.0821,0.1163,-3,1.1614,1.7512,1.4561,-0.5291,0.041,2.7515,2.1192,1.8761,2.7921,-1.9586,1.8762,-0.2187,0.1433,0.6998,2.0193,-2,1.3563,1.7569,1.8044,1.2831,1.0877,0.873,0.6031,-0.1904,-1.7144,319.3703,2.5043,0
2156,39.32,-91.48,760,426.5,24.8,-3.8,128.02,42.67,-2,11.3917,1009.64,2.5,1,2.5,13.235,11.8417,736.4886,635.6548,440.5729,23088.3641,23.4448,984.7986,45.1971,100.8339,37.0883,0.7295,129.0677,85.35,28.6,1.5216,33.3307,59.0258,10.2032,23.889,89.5677,28.3931,117.3525,1.1586,7.304,1.6717,10.4928,28,7,0,3,4,4,70.19,0.001,0.4286,0.5714,42.8571,7,3,W,0.0536,0.0112,0.0112,0.5944,1.5947,4.3634,2.9933,2.8808,1.1217,2.8672,2.8032,1.0734,1.4564,1.6664,1.6646,1.3945,1.7995,3.4899,3.0042,0.1823,-3,0.9294,1.9312,1.6321,-0.3579,0.0677,2.644,2.1073,1.6301,2.6299,-1.9586,2.1109,-0.2187,0.2257,0.6031,1.8463,-2,1.37,1.5228,2.0036,1.4532,0.8642,1.0213,0.6031,-0.137,-1.6737,399.9216,2.602,0
2157,38.43,-92.85,1030,595.5,25.3,-1.2,128.78,45.21,-2,12.7667,1085.1,2.5,1,2.5,13.5478,12.8667,770.7146,725.6437,517.9443,24811.9712,20.2237,1226.8766,47.715,45.0709,40.7914,0.7103,45.1734,83.57,26.5,1.4242,35.1064,62.3044,9.3699,24.0654,73.3935,26.6137,195.92,1.0621,17.1,1.488,6.4571,28,7,0,1,6,5,119.3589,0.001,0.1429,0.7143,14.2857,7,3,W,0.0456,0.0106,0.0106,0.5944,1.5848,4.3947,3.0888,3.0128,1.1319,2.8869,2.8607,1.1095,1.4232,1.6791,1.6884,1.4031,1.8215,3.4876,3.0355,0.1536,-3,0.9294,1.9221,1.1552,-0.8156,0.0302,2.7143,2.1098,1.6552,2.7749,-1.9586,1.655,-0.2187,0.1755,0.7789,2.0769,-2,1.3059,1.5454,1.654,1.4251,1.2333,0.8107,0.6998,-0.1486,-1.6861,503.5998,2.7021,1
2158,38.13,-91.77,1102,555.2,25.4,-1.2,112.78,42.93,-2,12.8083,1026.41,2.5,1,2.5,13.5607,12.9083,773.0835,659.0745,454.9483,21577.6797,20.6335,1045.7582,47.6245,114.0089,32.7683,0.7532,42.93,69.85,26.6,1.3185,38.0653,62.2159,9.4539,21.096,73.8102,24.6638,117.3525,1.173,6.7809,1.6993,10.8964,26,7,0,3,4,3,70.9485,0.001,0.4286,0.4286,42.8571,7,3,W,0.0368,0.0101,0.0101,0.5944,1.5814,4.334,3.0194,3.0422,1.1323,2.8882,2.8189,1.1109,1.4249,1.6795,1.6884,1.4048,1.821,3.4877,3.0113,0.1201,-3,0.9294,1.8442,1.6321,-0.3579,0.073,2.658,2.0522,1.6328,2.7445,-1.9586,1.6329,-0.2187,0.2328,0.6031,1.851,-2,1.3146,1.5805,2.057,1.3921,0.8319,1.0377,0.4786,-0.1231,-1.6968,389.1924,2.5902,1
2159,38.2,-91.98,770,555.2,24.7,-2.3,121.41,51.05,-2,11.85,1107.44,2.5,1,2.5,13.36,12.0417,736.5602,661.0028,431.5628,25632.9578,24.3928,1050.8421,46.9786,75.5574,50.3529,0.6651,133.221,70.36,27,1.3156,42.0476,61.2626,9.5664,21.1127,80.7289,22.8773,117.3525,1.1143,9.7484,1.7067,10.489,28,7,0,2,5,5,70.2221,0.001,0.2857,0.7143,28.5714,7,3,W,0.0341,0.0094,0.0094,0.5944,1.5822,4.4088,3.0215,2.8865,1.1258,2.8672,2.8202,1.0807,1.4314,1.6707,1.6785,1.3927,1.8147,3.4887,3.0443,0.1191,-3,0.9294,1.8473,1.4561,-0.5291,0.0509,2.6351,2.0843,1.708,2.7445,-1.9586,2.1246,-0.2187,0.2347,0.6998,1.8465,-2,1.3873,1.6237,1.8783,1.3594,0.9894,1.0211,0.6998,-0.1771,-1.7122,443.8542,2.6472,1
2160,36.93,-90.28,410,587.4,26.8,0.8,130.56,82.04,4,14.5167,1224.79,8.5,3,8.5,13.9529,14.5167,842.3623,683.7451,425.4942,24181.8376,21.7553,1111.5383,48.4585,158.6173,45.3994,0.6878,89.1535,48.52,26,1.2792,62.837,63.7883,9.293,16.5435,64.016,16.2086,136.7894,1.232,5.3107,1.9797,11.3627,26,9,0,3,6,5,74.1343,0.001,0.3333,0.5556,33.3333,6,3,W,0.1269,0.0095,0.0095,0.7642,1.5675,4.3835,3.0459,2.6128,1.1447,2.9255,2.8349,1.1619,1.415,1.6948,1.7059,1.4281,1.8312,3.4863,3.0881,0.1069,-3,1.1614,1.6859,1.523,-0.4643,0.0941,2.6289,2.1158,1.914,2.7689,-1.9586,1.9502,-0.1111,0.2988,0.7789,1.8701,-2,1.3376,1.7982,2.2004,1.2097,0.726,1.0559,0.6998,-0.1625,-1.71,313.2471,2.4959,1
2161,38.78,-93.8,796,627.6,25.9,-2.4,122.17,32.77,-2,12.6417,1018.03,2.5,1,2.5,13.5041,12.8417,782.6369,724.9873,448.6628,22949.313,18.7336,1225.0349,45.8583,57.6497,30.0769,0.7688,103.3857,89.4,28.3,1.4401,26.8233,60.0846,10.0616,28.5094,79.5906,33.6053,195.92,1.0795,13.5757,1.7444,6.7418,28,7,0,1,6,5,116.0864,0.001,0.1429,0.7143,14.2857,7,3,W,0.0483,0.011,0.011,0.5944,1.5887,4.3608,3.0881,2.9009,1.1305,2.8936,2.8603,1.1086,1.4518,1.678,1.6776,1.4133,1.8068,3.4885,3.0078,0.1584,-3,0.9294,1.9513,1.1552,-0.8156,0.0372,2.6519,2.087,1.5155,2.7977,-1.9586,2.0145,-0.2187,0.2441,0.7789,2.0648,-2,1.2726,1.4285,1.7609,1.5264,1.1331,0.8294,0.6998,-0.1142,-1.6778,503.9286,2.7024,1
