@relation AmericanCranberrybush

@ATTRIBUTE Serial numeric 
@ATTRIBUTE LAT numeric
@ATTRIBUTE LONG numeric
@ATTRIBUTE ELEV numeric 
@ATTRIBUTE COKLM numeric
@ATTRIBUTE VEGNU {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28} 
@ATTRIBUTE MWM numeric 
@ATTRIBUTE MCM numeric 
@ATTRIBUTE RHIGH numeric 
@ATTRIBUTE RLOW numeric 
@ATTRIBUTE RRCORR numeric 
@ATTRIBUTE CMAT numeric 
@ATTRIBUTE ET numeric 
@ATTRIBUTE PET numeric 
@ATTRIBUTE CRR numeric 
@ATTRIBUTE WSTORAGE numeric 
@ATTRIBUTE SNOWAC numeric 
@ATTRIBUTE WRET numeric 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE AE numeric 
@ATTRIBUTE RUNOFF numeric 
@ATTRIBUTE WATD numeric 
@ATTRIBUTE MI numeric 
@ATTRIBUTE BT numeric 
@ATTRIBUTE GROWC numeric 
@ATTRIBUTE WLTGRC numeric 
@ATTRIBUTE WATDGRC numeric 
@ATTRIBUTE WATRGRC numeric 
@ATTRIBUTE RUNGRC numeric 
@ATTRIBUTE PGROW numeric 
@ATTRIBUTE SDTEMP numeric 
@ATTRIBUTE CVTEMP numeric 
@ATTRIBUTE SDRAIN numeric 
@ATTRIBUTE CVRAIN numeric 
@ATTRIBUTE RRCORR2 numeric 
@ATTRIBUTE RRCORR3 numeric 
@ATTRIBUTE SEASON {1,2,3,4} 
@ATTRIBUTE PERWRET numeric 
@ATTRIBUTE PERWDEF numeric 
@ATTRIBUTE PERWLTG numeric 
@ATTRIBUTE DEFPER numeric 
@ATTRIBUTE NAGP numeric 
@ATTRIBUTE BIO5 numeric 
@ATTRIBUTE BAR5 numeric 
@ATTRIBUTE HIRX numeric 
@ATTRIBUTE RRANGE numeric 
@ATTRIBUTE TRANGE numeric 
@ATTRIBUTE REVEN numeric 
@ATTRIBUTE MRAIN numeric 
@ATTRIBUTE MTEMP numeric 
@ATTRIBUTE TEMP numeric 
@ATTRIBUTE PTOAE numeric 
@ATTRIBUTE PTOWATD numeric 
@ATTRIBUTE PTORUN numeric 
@ATTRIBUTE PTOWATR numeric 
@ATTRIBUTE MEDSTAB numeric 
@ATTRIBUTE SUCSTAB numeric 
@ATTRIBUTE SUCSTAB2 numeric 
@ATTRIBUTE WACCESS numeric 
@ATTRIBUTE CLIM numeric 
@ATTRIBUTE AVWAT numeric 
@ATTRIBUTE CLASS {W,D} 
@ATTRIBUTE LBIO numeric
@ATTRIBUTE LBIO5 numeric 
@ATTRIBUTE LBAR5 numeric 
@ATTRIBUTE LNAGP numeric 
@ATTRIBUTE LET numeric 
@ATTRIBUTE LPET numeric 
@ATTRIBUTE LAE numeric 
@ATTRIBUTE LBT numeric 
@ATTRIBUTE LTRANGE numeric 
@ATTRIBUTE LCMAT numeric 
@ATTRIBUTE LMCM numeric 
@ATTRIBUTE LMWM numeric 
@ATTRIBUTE LMTEMP numeric 
@ATTRIBUTE LCVTEMP numeric 
@ATTRIBUTE LCRR numeric 
@ATTRIBUTE LREVEN numeric 
@ATTRIBUTE LRHIGH numeric 
@ATTRIBUTE LRLOW numeric 
@ATTRIBUTE LRRCORR3 numeric 
@ATTRIBUTE LRRANGE numeric 
@ATTRIBUTE LMRAIN numeric 
@ATTRIBUTE LRUNOFF numeric 
@ATTRIBUTE LSNOWAC numeric 
@ATTRIBUTE LWATD numeric 
@ATTRIBUTE LCVRAIN numeric 
@ATTRIBUTE LDEFPER numeric
@ATTRIBUTE LSUCSTAB numeric 
@ATTRIBUTE LPTOAE numeric 
@ATTRIBUTE LPTOWATD numeric 
@ATTRIBUTE LPTORUN numeric 
@ATTRIBUTE LPTOWATR numeric 
@ATTRIBUTE LWACCESS numeric 
@ATTRIBUTE LWRET numeric
@ATTRIBUTE LWLTGRC numeric 
@ATTRIBUTE LRUNGRC numeric 
@ATTRIBUTE LWATRGRC numeric 
@ATTRIBUTE LPERWDEF numeric 
@ATTRIBUTE LPERWLTG numeric 
@ATTRIBUTE LHIRX numeric 
@ATTRIBUTE LSSTAB2 numeric 
@ATTRIBUTE LCOKLM numeric 
@ATTRIBUTE LLAT numeric 
@ATTRIBUTE EXPREY numeric 
@ATTRIBUTE LEXPREY numeric 
@ATTRIBUTE AmericanCranberrybush {0,1}

@data
2667,41.1,-100.98,2952,1051.400024,18,23.2,-4.7,82.55000305,9.649999619,-2,9.2167,12.9415,657.1573,491.48,195.9199982,33.27000046,34.6898,17.7061,491.48,42.7858,165.6774,-25.2112,9.9833,7,0,5,3,2,24,10.0474,109.0136,27.1595,66.3127,2.5,2.5,1,0.4286,0.7143,0.001,71.4286,642.5393,10391.7813,16.173,1.3371,72.9,27.9,2.0155,11.6899,59.0909,45.3193,1.3371,3.9665,15.3593,18.9438,0.1226,0.0203,0.0203,0.5944,3,6,W,4.1283,4.0167,1.2088,2.8079,1.112,2.8177,2.6915,0.9993,1.4456,1.6456,1.6561,1.3655,1.8,3.4926,2.6915,0.3044,1.9167,0.9845,0.9294,1.8627,1.0678,1.6314,1.5222,2.2193,1.8216,1.8539,-1.6925,0.1294,0.5995,1.1867,1.2777,-0.2187,1.5403,-2,0.3032,0.4786,-0.1401,-1.9586,0.1262,-1.5185,3.0218,1.6139,1333.7318,3.1251,0
2668,40.43,-99.37,2320,909.2000122,8,23.9,-4.8,111.7600021,12.44999981,-2,9.7583,13.03,684.1625,660.66,195.9199982,38.61000061,55.2457,28.1981,591.8461,181.743,92.3164,-3.4352,10.5667,7,0,3,3,4,26,10.4782,107.3774,35.7014,64.8468,2.5,2.5,1,0.4286,0.4286,0.001,42.8571,874.7151,15064.9463,17.2227,1.0356,99.31,28.7,2.03,11.1399,58.3454,44.7221,1.156,7.4111,3.7645,12.384,0.1083,0.0179,0.0179,0.5944,3,7,W,4.3446,4.178,1.2361,2.9419,1.1149,2.8352,2.7722,1.0239,1.4579,1.6509,1.6551,1.3784,1.7948,3.4924,2.82,0.3075,2.0483,1.0952,0.9294,1.997,1.0469,2.2595,1.5868,1.9653,1.8119,1.6321,-1.7477,0.0667,0.8705,0.5769,1.0932,-0.2187,1.7424,-2,0.6031,0.4786,-0.358,-1.9586,0.0152,-1.5547,2.9587,1.6068,1129.2173,3.0528,0
2669,42,-101.75,3770,1072.599976,18,22.1,-5.3,83.81999969,8.380000114,-2,7.9,12.7345,612.3806,492.76,195.9199982,48.18954086,40.9308,20.8916,492.76,45.3861,119.6206,-19.5337,8.9,6,0,5,2,1,24,9.9757,126.2747,27.3434,66.5883,2.5,2.5,1,0.3333,0.8333,0.001,83.3333,645.3196,11055.5342,17.1319,1.2428,75.44,27.4,2.0412,9.9976,59.1654,45.3253,1.2428,5.1194,13.4927,14.9614,0.1207,0.0199,0.0199,0.5095,3,6,W,4.2188,4.0436,1.2338,2.8098,1.105,2.787,2.6926,0.9494,1.4378,1.6325,1.6503,1.3444,1.8005,3.495,2.6926,0.3099,1.9233,0.9232,0.9294,1.8776,0.9999,1.657,1.683,2.0778,1.8234,1.9209,-1.7015,0.0979,0.7101,1.1304,1.1753,-0.2844,1.6122,-2,0.0043,0.3032,-0.074,-1.9586,0.0944,-1.5246,3.0304,1.6234,1126.0021,3.0515,0
2670,40.52,-101.65,3278,1165.800049,18,23.9,-3.9,82.55000305,10.92000008,-2,9.6917,13.1061,673.2011,504.2,195.9199982,37.59000015,41.2266,21.0426,509.3994,107.0098,163.8017,-25.1041,10.325,7,0,4,3,3,24,10.1652,104.8862,26.3655,62.75,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,681.8941,10540.7158,15.458,1.3352,71.63,27.8,1.9647,13.2283,59.6517,45.7561,1.3216,4.1099,6.291,16.3293,0.1197,0.02,0.02,0.5944,3,6,W,4.1491,4.0229,1.1892,2.8337,1.1175,2.8281,2.7071,1.0139,1.444,1.6502,1.6637,1.3784,1.8038,3.492,2.7026,0.2933,1.9167,1.0382,0.9294,1.8551,1.1215,2.0295,1.5752,2.2143,1.7976,1.757,-1.6981,0.1244,0.6149,0.7994,1.2132,-0.2187,1.6153,-2,0.4786,0.4786,-0.2355,-1.9586,0.1255,-1.5223,3.0666,1.6078,1227.5039,3.089,0
2671,40.73,-99.02,2130,854.2999878,8,23.7,-5.3,104.6500015,13.72000027,-2,9.45,12.9622,676.1328,640.08,195.9199982,44.70000076,57.9177,29.5619,576.9467,173.187,99.1861,-5.3322,10.375,7,0,4,3,3,26,10.5609,111.7561,31.7544,59.532,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,838.4655,14641.4482,17.4622,1.0563,90.93,29,1.9619,13.1104,57.7875,44.2896,1.1719,6.8168,3.9041,11.674,0.1037,0.0174,0.0174,0.5944,3,7,W,4.3231,4.1656,1.2421,2.9235,1.1127,2.83,2.7611,1.016,1.4624,1.6479,1.6503,1.3747,1.7909,3.493,2.8062,0.2927,2.0197,1.1374,0.9294,1.9587,1.1176,2.2385,1.6504,1.9965,1.7748,1.757,-1.7601,0.0726,0.8342,0.5926,1.0676,-0.2187,1.7629,-2,0.4786,0.4786,-0.2355,-1.9586,0.0238,-1.5627,2.9316,1.61,1047.1207,3.02,0
2672,41.27,-103.67,4760,1286.099976,18,22.3,-3.7,72.63999939,8.130000114,-2,8.5583,12.8941,621.55,442.2,68.94999695,37.84000015,24.1017,34.9553,389.9384,120.4247,231.6117,-28.8553,9.2,6,0,5,1,1,21,9.4749,110.7095,23.3897,63.4728,2.5,2.5,1,0.1667,0.8333,0.001,83.3333,437.5759,8322.0762,19.0186,1.4056,64.51,26,1.9712,11.1922,61.367,47.1494,1.594,2.6836,5.1613,25.7887,0.1243,0.0208,0.0208,0.5095,3,4,D,3.8637,3.9202,1.2792,2.6411,1.1104,2.7935,2.591,0.9638,1.415,1.6391,1.6656,1.3483,1.8154,3.4929,2.6456,0.2947,1.8612,0.9101,0.9294,1.8096,1.0489,2.0808,1.5781,2.3648,1.8026,1.9209,-1.6823,0.2052,0.4303,0.7136,1.4116,-0.2844,1.3822,-2,0.0043,0.0043,-0.074,-1.9586,0.1479,-1.5117,3.1093,1.6157,209.3872,2.321,0
2673,41.22,-101.67,3318,1129.699951,18,24.8,-3.8,85.33999634,10.40999985,-2,10.35,13.235,702.8021,484.63,195.9199982,37.59000015,37.3267,19.052,484.63,48.0188,218.1721,-31.0432,10.9167,7,1,5,3,2,21,10.348,99.9806,25.402,62.8983,2.5,2.5,1,0.4286,0.7143,0.1429,71.4286,627.7419,8735.2832,13.9154,1.4502,74.93,28.6,2.1131,12.1983,59.0258,45.1971,1.4502,3.2213,14.636,18.8284,0.1379,3.2026,3.2026,0.5117,3,4,D,4.0219,3.9413,1.1435,2.7978,1.1217,2.8468,2.6854,1.0381,1.4564,1.6566,1.6646,1.3945,1.7995,3.4914,2.6854,0.3249,1.9312,1.0175,0.9294,1.8747,1.0863,1.6815,1.5752,2.3388,1.7986,1.8539,0.5055,0.1644,0.5094,1.1657,1.275,-0.2826,1.5721,0.0043,0.3032,0.4786,-0.1401,-0.8157,0.1614,0.5069,3.053,1.6152,1212.4886,3.0837,0
2674,40.83,-96.77,1170,670.2000122,8,25.4,-5.3,107.4400024,16.76000023,-2,10.6083,13.1835,732.3432,720.59,195.9199982,55.61999893,70.7718,36.1228,624.5857,222.6776,107.7575,-1.6049,11.4833,7,0,3,4,4,24,11.074,104.3897,31.2035,51.9632,2.5,2.5,1,0.5714,0.4286,0.001,42.8571,956.4952,14840.3896,15.5154,1.0163,90.68,30.7,1.7892,15.5994,56.392,43.123,1.1725,6.7962,3.2888,10.348,0.0872,0.0154,0.0154,0.5944,3,7,W,4.3348,4.1714,1.1908,2.9807,1.12,2.8647,2.7956,1.0601,1.4871,1.659,1.6503,1.4048,1.781,3.492,2.8577,0.2527,2.0312,1.2243,0.9294,1.9575,1.1931,2.3477,1.7453,2.0325,1.7157,1.6321,-1.8112,0.0728,0.8329,0.5184,1.0153,-0.2187,1.8499,-2,0.6031,0.6031,-0.358,-1.9586,0.007,-1.5944,2.8262,1.6111,905.7168,2.957,0
2675,40.8,-96.65,1220,671.7000122,8,25.2,-4.9,114.8099976,14.98999977,-2,10.7083,13.1916,731.2938,754.65,195.9199982,54.11000061,72.8878,37.2028,650.4669,240.9699,80.8269,3.1938,11.5,7,0,3,4,4,26,10.8936,101.7299,34.5627,54.9595,2.5,2.5,1,0.5714,0.4286,0.001,42.8571,1023.1843,16639.4512,16.2624,0.9691,99.82,30.1,1.8256,13.0564,57.1225,43.6936,1.1243,9.0477,3.0348,10.0331,0.0883,0.0154,0.0154,0.5944,3,7,W,4.3952,4.2211,1.2112,3.01,1.1203,2.8641,2.8132,1.0607,1.4786,1.66,1.6542,1.4014,1.7862,3.4916,2.8777,0.2614,2.06,1.1758,0.9294,1.9992,1.1158,2.382,1.7334,1.9076,1.74,1.6321,-1.8119,0.0547,0.957,0.4836,1.0019,-0.2187,1.8627,-2,0.6031,0.6031,-0.358,-1.9586,-0.0137,-1.5948,2.8272,1.6108,914.7056,2.9613,0
2676,41.15,-102.63,3832,1249.099976,18,24.6,-2.3,81.79000092,10.15999985,-2,10.6667,13.3467,701.7553,468.89,195.9199982,31.15154457,35.3075,18.0214,493.9845,111.8165,207.7709,-33.1833,10.975,7,0,4,3,3,21,9.7594,91.4945,25.1133,64.271,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,647.9836,8516.2568,13.1427,1.4966,71.63,26.9,2.0932,12.4221,61.3506,47.0618,1.4206,3.3775,6.276,19.8755,0.1408,0.023,0.023,0.5944,3,4,D,4.0514,3.9302,1.1187,2.8116,1.1254,2.8462,2.6937,1.0404,1.4298,1.6596,1.6785,1.3909,1.8152,3.4902,2.6711,0.3208,1.9127,1.0069,0.9294,1.8551,1.0942,2.0485,1.4936,2.3176,1.808,1.757,-1.639,0.1555,0.5299,0.7984,1.2985,-0.2187,1.548,-2,0.4786,0.4786,-0.2355,-1.9586,0.1751,-1.482,3.0966,1.6145,1290.1136,3.1106,0
2677,41.28,-98.97,2058,807.2000122,8,23.4,-5.9,99.81999969,14.72999954,-2,8.975,12.874,662.7795,677.93,195.9199982,51.31000137,70.7997,36.137,579.357,232.2115,83.4225,2.2859,10.025,7,0,3,3,4,24,10.5998,118.1031,31.0307,54.9272,2.5,2.5,1,0.4286,0.4286,0.001,42.8571,844.2883,15005.2373,17.7726,0.9777,85.09,29.3,1.7669,14.7566,57.1637,43.8042,1.144,7.9449,2.8542,9.3613,0.0839,0.015,0.015,0.5944,3,7,W,4.3546,4.1762,1.2498,2.9265,1.1097,2.8214,2.7629,1.0011,1.4669,1.6432,1.6444,1.3692,1.7865,3.4939,2.8312,0.2472,1.9992,1.1682,0.9294,1.9299,1.169,2.3659,1.7103,1.9213,1.7398,1.6321,-1.824,0.0622,0.9006,0.457,0.9718,-0.2187,1.8501,-2,0.6031,0.4786,-0.358,-1.9586,-0.0098,-1.6021,2.907,1.6158,839.9039,2.9242,0
2678,42.83,-98.45,1390,615.5,18,23.8,-7.5,93.98000336,11.43000031,-2,8.4583,12.8092,663.1608,612.14,195.9199982,67.91802979,63.662,32.4939,548.6182,152.0277,114.5426,-7.6936,9.8833,7,0,3,4,4,26,11.287,133.4418,28.7488,56.3573,2.5,2.5,1,0.5714,0.4286,0.001,42.8571,771.2382,14034.8486,18.1978,1.0833,82.55,31.3,1.8423,12.1622,54.5058,41.7899,1.2088,5.7896,4.3621,10.4169,0.0939,0.0163,0.0163,0.5944,3,7,W,4.2753,4.1472,1.26,2.8872,1.1075,2.8216,2.7393,0.9949,1.4955,1.6381,1.6284,1.3766,1.7672,3.496,2.7869,0.2654,1.973,1.058,0.9294,1.9167,1.085,2.182,1.832,2.059,1.751,1.6321,-1.7881,0.0859,0.7634,0.6407,1.0182,-0.2187,1.8039,-2,0.6031,0.6031,-0.358,-1.9586,0.0348,-1.5802,2.7892,1.6318,937.2352,2.9718,0
2679,41.83,-97.45,1675,608.0999756,8,23.4,-7.1,106.4300003,12.94999981,-1,8.65,12.7844,663.6774,690.63,195.9199982,44.95999908,70.0985,35.7792,594.3218,228.1295,69.3555,4.0611,9.9833,7,0,2,5,5,26,11.08,128.0925,33.926,58.9479,3.5,3.5,2,0.7143,0.2857,0.001,28.5714,880.7974,16236.9082,18.4343,0.961,93.48,30.5,1.8493,12.1676,55.4094,42.4616,1.1167,9.5692,2.9092,9.4678,0.0221,0.0153,0.0153,0.5944,3,7,W,4.3896,4.2105,1.2656,2.9449,1.1067,2.822,2.774,0.9993,1.4843,1.64,1.6325,1.3692,1.7739,3.4953,2.8392,0.267,2.0271,1.1123,0.9777,1.9707,1.0852,2.3582,1.6529,1.8411,1.7705,1.4561,-1.8143,0.0518,0.9813,0.4653,0.9767,-0.2187,1.8458,-2,0.6998,0.6998,-0.5291,-1.9586,-0.0173,-1.5963,2.784,1.6216,918.8875,2.9633,0
2680,40.85,-101.55,3200,1136.199951,18,23.8,-4.6,86.11000061,9.649999619,-2,9.3083,13.033,663.9107,518.91,195.9199982,34.54000092,39.6608,20.2433,518.91,56.4181,145.0007,-21.8404,10.0833,7,0,5,3,2,24,10.3182,110.8487,28.9591,66.9691,2.5,2.5,1,0.4286,0.7143,0.001,71.4286,703.1578,11055.5488,15.7227,1.2794,76.46,28.4,1.9913,11.2066,58.7209,45.0205,1.2794,4.5787,11.7677,16.7397,0.119,0.0198,0.0198,0.5944,3,6,W,4.1935,4.0436,1.1965,2.8471,1.115,2.8221,2.7151,1.0036,1.4533,1.6465,1.6571,1.3766,1.7974,3.4929,2.7151,0.2991,1.9351,0.9845,0.9294,1.8834,1.0495,1.7515,1.5384,2.1614,1.8259,1.8539,-1.7034,0.1104,0.6617,1.0711,1.224,-0.2187,1.5985,-2,0.3032,0.4786,-0.1401,-1.9586,0.107,-1.5258,3.0555,1.6113,1299.2987,3.1137,0
2681,41.22,-99.3,2260,846.5,8,23.6,-5.5,99.56999969,13.46000004,-1,9.1917,12.9326,667.6614,643.63,195.9199982,43.93999863,59.3681,30.3022,579.2487,172.1907,88.4127,-3.5993,10.1667,7,0,3,3,4,24,10.5161,114.4089,31.5849,58.8877,3.5,3.5,2,0.4286,0.4286,0.001,42.8571,844.0264,14144.6895,16.7586,1.0373,86.11,29.1,1.8564,13.5181,57.5802,44.1288,1.1526,7.5516,3.8775,11.2461,0.0236,0.0163,0.0163,0.5944,3,7,W,4.345,4.1506,1.2242,2.9264,1.1117,2.8246,2.7629,1.0072,1.4639,1.6453,1.6484,1.3729,1.7894,3.4934,2.8086,0.2687,1.9981,1.129,0.9777,1.9351,1.1309,2.236,1.643,1.9466,1.77,1.6321,-1.7873,0.0654,0.8786,0.5897,1.0514,-0.2187,1.7736,-2,0.6031,0.4786,-0.358,-1.9586,0.0159,-1.5797,2.9276,1.6152,966.2182,2.9851,0
2682,40.2,-100.62,2530,1053.900024,18,24.8,-3.1,83.81999969,12.69999981,0.100000001,10.7667,13.298,711.1244,549.15,195.9199982,42.41999817,44.5573,22.7426,542.4952,96.1542,168.6292,-22.7772,11.1667,7,0,4,3,3,23,10.1331,94.1159,27.9651,61.1092,4.599999905,4.599999905,2,0.4286,0.5714,0.001,57.1429,757.0024,10793.9658,14.2588,1.295,71.12,27.9,1.8316,15.1515,60.0287,45.9844,1.3108,4.2171,7.3957,15.9598,0.0003,0.0184,0.0184,0.5944,3,6,W,4.1693,4.0332,1.1541,2.8791,1.1238,2.8519,2.7344,1.0479,1.4456,1.6605,1.6712,1.3945,1.8064,3.4905,2.7397,0.2628,1.9233,1.1038,1.0253,1.852,1.1805,1.983,1.6277,2.227,1.7861,1.757,-1.7345,0.1209,0.626,0.8696,1.2033,-0.2187,1.649,-2,0.4786,0.4786,-0.2355,-1.9586,0.1123,-1.5462,3.0228,1.6043,1057.09,3.0241,0
2683,41.13,-96.48,1155,611.0999756,8,24.3,-6.6,106.4300003,12.18999958,-2,9.7917,12.9409,704.9423,704.08,195.9199982,42.91999817,68.1758,34.7978,625.9791,201.2858,78.9633,-0.1223,10.9333,7,0,3,4,4,26,11.1307,113.6757,33.2112,56.6036,2.5,2.5,1,0.5714,0.4286,0.001,42.8571,960.0399,15883.5195,16.5446,1.0012,94.24,30.9,1.8139,11.4535,55.4113,42.4598,1.1261,8.9275,3.5022,10.3401,0.0871,0.0153,0.0153,0.5944,3,7,W,4.387,4.2009,1.2187,2.9823,1.112,2.8482,2.7966,1.0388,1.49,1.6512,1.6375,1.3856,1.7739,3.4933,2.8476,0.2586,2.0271,1.086,0.9294,1.9742,1.0589,2.3038,1.6328,1.8975,1.7528,1.6321,-1.8163,0.0554,0.9512,0.5456,1.0149,-0.2187,1.8337,-2,0.6031,0.6031,-0.358,-1.9586,0.0005,-1.5975,2.7861,1.6143,984.2884,2.9931,0
2684,40.38,-100.22,2387,993.2000122,18,24,-4.3,92.95999908,9.909999847,-1,9.8417,13.0854,681.8659,545.85,195.9199982,34.04000092,42.0133,21.4441,544.555,60.9515,137.3109,-19.9476,10.5417,7,0,4,3,3,24,10.2823,104.4775,29.8468,65.6153,3.5,3.5,2,0.4286,0.5714,0.001,57.1429,761.7795,11514.7676,15.1156,1.2492,83.05,28.3,2.0436,10.6605,58.9855,45.2225,1.2522,4.9659,11.187,16.2298,0.0303,0.02,0.02,0.5944,3,6,W,4.2289,4.0613,1.1794,2.8818,1.1168,2.8337,2.736,1.0229,1.4518,1.6517,1.6599,1.3802,1.7992,3.492,2.7371,0.3104,1.9683,0.9961,0.9777,1.9193,1.0278,1.7851,1.5321,2.1377,1.817,1.757,-1.6996,0.1011,0.6969,1.0491,1.2106,-0.2187,1.6235,-2,0.4786,0.4786,-0.2355,-1.9586,0.0966,-1.5233,2.997,1.6063,1222.1105,3.0871,0
2685,42.92,-101.7,3250,977.2999878,18,23,-5.3,83.05999756,7.869999886,-1,8.7833,12.865,652.1108,471.16,68.94999695,28.44000053,21.5738,31.289,417.1151,104.068,234.9958,-27.7485,9.7167,6,1,5,1,1,23,10.2977,117.2418,26.864,68.4201,3.5,3.5,2,0.1667,0.8333,0.1667,83.3333,489.3558,9271.6357,18.9466,1.3841,75.19,28.3,2.1155,9.4751,58.3824,44.7511,1.5634,2.775,6.2662,30.227,0.0331,3.5845,3.5845,0.4267,3,4,D,3.9015,3.9672,1.2775,2.6896,1.1094,2.8143,2.6203,0.9875,1.4518,1.6413,1.6503,1.3617,1.7951,3.4938,2.6732,0.3254,1.9194,0.896,0.9777,1.8762,0.9766,2.0174,1.4541,2.3711,1.8352,1.9209,0.5544,0.1968,0.4448,0.7977,1.4805,-0.3598,1.3341,0.0043,0.0043,0.0043,-0.074,-0.7528,0.1412,0.5556,2.99,1.6328,220.3195,2.3431,0
2686,40.52,-98.95,2160,864.2999878,8,24.6,-4.9,104.6500015,11.18000031,-2,10.025,13.1147,700.0799,645.41,195.9199982,37.08000183,52.1166,26.601,599.6151,144.0056,100.4648,-7.8091,10.8583,7,0,4,3,3,24,10.7231,106.9631,33.5396,62.3596,2.5,2.5,1,0.4286,0.5714,0.001,57.1429,893.8578,13699.9951,15.3268,1.0847,93.47,29.5,1.9457,10.6832,57.6149,44.1201,1.1675,6.9684,4.8615,13.4329,0.1044,0.0176,0.0176,0.5944,3,7,W,4.3338,4.1367,1.1855,2.9513,1.1178,2.8451,2.7779,1.0358,1.4698,1.6535,1.6542,1.3909,1.7897,3.4923,2.8098,0.2891,2.0197,1.0484,0.9294,1.9707,1.0287,2.1584,1.5693,2.0021,1.7949,1.757,-1.7554,0.071,0.8438,0.6877,1.1285,-0.2187,1.7171,-2,0.4786,0.4786,-0.2355,-1.9586,0.0353,-1.5597,2.9367,1.6078,1192.7423,3.0765,0
2687,41.95,-103.7,4080,1220.400024,18,22.7,-3.7,70.87000275,6.099999905,-2,9.0583,12.9535,645.5051,335.79,68.94999695,20.06999969,12.4462,18.0511,319.7859,26.4436,325.7192,-47.9803,9.6667,7,3,6,2,2,19,9.6062,106.0482,21.6985,77.543,2.5,2.5,1,0.2857,0.8571,0.4286,85.7143,314.823,5392.937,17.1301,1.9223,64.77,26.4,2.5327,8.6073,61.0044,46.8655,2.0186,1.9818,24.4107,51.8636,0.1971,13.2519,13.2519,0.345,3,3,D,3.5312,3.7318,1.2338,2.4981,1.1124,2.8099,2.5049,0.9853,1.4216,1.644,1.6656,1.356,1.8129,3.4922,2.5261,0.4036,1.8505,0.7853,0.9294,1.8114,0.9349,1.4225,1.3028,2.5129,1.8895,1.9331,1.1223,0.3072,0.2992,1.3878,1.7149,-0.4498,1.0954,0.4786,0.3032,0.3032,-0.0619,-0.358,0.2838,1.1226,3.0865,1.6228,219.2453,2.3409,0
2688,42.05,-101.05,3255,994.7000122,18,23.4,-4.4,90.68000031,9.909999847,0.100000001,9.4083,12.9944,669.5181,544.08,195.9199982,34.29000092,42.9305,21.9123,538.5657,70.2233,130.9523,-18.7356,10.15,7,0,4,3,3,24,10.171,108.1066,29.6869,65.4761,4.599999905,4.599999905,2,0.4286,0.5714,0.001,57.1429,747.9219,11638.624,15.5613,1.2306,80.77,27.8,2,10.9285,59.3567,45.5326,1.2432,5.1127,9.5341,15.5954,0.0003,0.0193,0.0193,0.5944,3,6,W,4.2364,4.0659,1.192,2.8739,1.1138,2.8258,2.7312,1.0065,1.444,1.6475,1.659,1.3692,1.8018,3.4925,2.7357,0.301,1.9575,0.9961,1.0253,1.9073,1.0386,1.8465,1.5353,2.1171,1.8161,1.757,-1.7143,0.098,0.7095,0.9797,1.1933,-0.2187,1.6329,-2,0.4786,0.4786,-0.2355,-1.9586,0.0901,-1.5331,2.9977,1.6239,1100.9719,3.0418,0
2689,42.25,-101.33,3460,1007.400024,18,22.7,-4.6,91.19000244,15.23999977,-2,8.8667,12.8782,644.5616,587.53,195.9199982,46.74000168,57.6122,29.406,538.9493,146.4023,105.6123,-8.8481,9.6333,6,0,3,2,3,24,9.9115,111.7844,27.7582,56.6948,2.5,2.5,1,0.3333,0.5,0.001,50,748.8063,13023.7754,17.3927,1.0971,75.95,27.3,1.8625,16.7124,59.675,45.7765,1.196,6.1031,4.4027,11.1879,0.0986,0.017,0.017,0.5095,3,7,W,4.2856,4.1147,1.2404,2.8744,1.1099,2.8093,2.7315,0.9838,1.4362,1.6421,1.6571,1.356,1.804,3.493,2.769,0.2701,1.9599,1.183,0.9294,1.8805,1.223,2.1656,1.6698,2.0238,1.7535,1.6991,-1.7698,0.0813,0.7863,0.6447,1.0491,-0.2844,1.7606,-2,0.4786,0.3032,-0.2924,-1.9586,0.0402,-1.5688,3.0032,1.6259,903.4931,2.9559,0
2690,40.68,-95.88,1080,664.0999756,8,24.8,-4.9,130.5599976,22.10000038,0.100000001,10.7833,13.1406,729.7933,860.81,195.9199982,80.51999664,89.0545,45.4545,691.2446,346.5108,38.5487,17.9526,11.5333,7,0,2,5,5,26,10.707,99.2921,34.6634,48.322,4.599999905,4.599999905,2,0.7143,0.2857,0.001,28.5714,1131.8495,19411.6934,17.1504,0.8478,108.46,29.7,1.8201,16.9271,57.4499,43.9787,1.0558,18.9317,2.1061,8.1949,0.0002,0.0143,0.0143,0.5944,3,7,W,4.4855,4.2881,1.2343,3.0538,1.1186,2.8632,2.8396,1.062,1.4728,1.6607,1.6542,1.3945,1.7885,3.4913,2.9349,0.2601,2.1158,1.3444,1.0253,2.0353,1.2286,2.5397,1.906,1.5861,1.6841,1.4561,-1.8452,0.0277,1.2774,0.3255,0.9141,-0.2187,1.9497,-2,0.6998,0.6998,-0.5291,-1.9586,-0.0717,-1.6147,2.8222,1.6095,685.3693,2.8359,0
