@attribute LWATD numeric
@attribute LCVRAIN numeric
@attribute LPTOWATD numeric
@attribute LPTOWATR numeric
@attribute LWATRGRC numeric
@attribute LHIRX numeric
@attribute LSSTAB2 numeric
@attribute EXPREY numeric
@attribute LEXPREY numeric
@attribute Pecan {0,1}

@data


1219,38.9200,510.0000,297.7000,24.3000,-3.1000,116.0800,41.6600,1.0000,11.4583,976.38,5.5000,2,5.5000,13.2316,11.7667,728.7178,632.0576,422.5682,21399.2939,21.9353,975.5646,46.3788,96.6601,33.9860,0.7463,139.2059,74.4200,27.4000,1.4267,35.8890,60.4618,9.7965,22.8065,85.4969,28.0298,117.3525,1.1529,7.5390,1.7245,10.2142,26.0000,7.0000,0.0000,3.0000,4.0000,3.0000,71.3437,0.0010,0.4286,0.4286,42.8571,7.0000,3.0000,W,0.0115,0.0107,0.0107,0.5944,1.5903,4.3304,2.9893,2.7076,1.1216,2.8626,2.8008,1.0707,1.4378,1.6671,1.6712,1.3856,1.8093,3.4893,2.9896,0.1543,-3.0000,1.0607,1.8717,1.6321,-0.3579,0.0655,2.6259,2.0648,1.6197,2.4738,-1.9586,2.1437,-0.2187,0.2392,0.6031,1.8534,-2.0000,1.3411,1.5550,1.9853,1.4476,0.8779,1.0096,0.4786,-0.1271,-1.6840,294.6488,2.4693,0
1220,40.5200,785.0000,177.0000,24.0000,-5.3000,111.5100,60.4500,-2.0000,10.3833,1048.27,2.5000,1,2.5000,13.0027,11.2250,712.9026,658.1749,502.9102,24995.8741,23.9564,1043.3898,44.0882,54.7277,47.0425,0.6801,186.4751,51.0600,29.3000,1.2765,54.2104,57.5362,10.6373,18.1250,102.4460,20.7485,195.9200,1.0832,13.0264,1.4176,6.3173,28.0000,7.0000,0.0000,2.0000,5.0000,4.0000,112.8488,0.0010,0.2857,0.5714,28.5714,7.0000,3.0000,W,0.0295,0.0089,0.0089,0.5944,1.6078,4.3979,3.0184,2.8949,1.1140,2.8530,2.8183,1.0502,1.4669,1.6569,1.6503,1.3802,1.7891,3.4917,3.0205,0.1060,-3.0000,0.9294,1.7081,1.4561,-0.5291,0.0387,2.7015,2.0473,1.7814,2.2480,-1.9586,2.2706,-0.2187,0.1546,0.6998,2.0525,-2.0000,1.3794,1.7341,1.7383,1.3170,1.1152,0.8012,0.6031,-0.1674,-1.7235,498.4741,2.6976,0
1221,37.1700,340.0000,506.9000,25.8000,0.8000,114.8100,43.4300,-2.0000,14.0750,951.21,2.5000,1,2.5000,13.8303,14.0750,814.8908,682.7015,302.4968,19302.8297,17.4100,1108.7234,49.4921,132.1893,16.7285,0.8567,43.0104,71.3800,25.0000,1.4484,37.8277,64.6893,8.9841,22.8766,63.8305,28.8600,117.3525,1.1936,6.1646,2.6939,12.9962,26.0000,9.0000,0.0000,3.0000,6.0000,5.0000,62.7020,0.0010,0.3333,0.5556,33.3333,7.0000,3.0000,W,0.0532,0.0120,0.0120,0.7642,1.5703,4.2856,3.0448,2.5315,1.1408,2.9111,2.8342,1.1484,1.3979,1.6909,1.7059,1.4116,1.8369,3.4863,2.9783,0.1609,-3.0000,0.9294,1.8536,1.5230,-0.4643,0.0805,2.4807,2.0600,1.6378,2.7049,-1.9586,1.6337,-0.1111,0.4320,0.7789,1.7974,-2.0000,1.2408,1.5778,2.1212,1.4603,0.7906,1.1142,0.6998,-0.0672,-1.6576,460.9063,2.6636,1
1222,38.7000,480.0000,313.8000,24.7000,-2.4000,127.5100,67.8200,-3.0000,12.0333,1175.51,1.5000,1,1.5000,13.3504,12.2333,749.4783,601.7664,544.7125,24706.6492,27.4766,899.1877,46.8636,147.7119,56.8438,0.6376,208.9035,59.6900,27.1000,1.3017,53.1880,61.1191,9.7722,17.5067,81.2091,17.8714,117.3525,1.2455,5.0739,1.3759,10.7693,26.0000,7.0000,0.0000,3.0000,4.0000,4.0000,69.5939,0.0010,0.4286,0.5714,42.8571,6.0000,3.0000,W,0.0714,0.0090,0.0090,0.5944,1.5878,4.3928,2.9539,2.6812,1.1255,2.8748,2.7794,1.0875,1.4330,1.6724,1.6776,1.3927,1.8137,3.4887,3.0702,0.1145,-3.0000,0.8751,1.7759,1.6321,-0.3579,0.0988,2.7362,2.1055,1.8314,2.4967,-1.9586,2.3200,-0.2187,0.1417,0.6031,1.8426,-2.0000,1.4390,1.7258,2.1694,1.2522,0.7062,1.0326,0.6031,-0.1955,-1.7212,391.2346,2.5924,0
1223,41.3300,525.0000,112.7000,23.4000,-5.9000,111.0000,25.6500,-1.0000,10.0167,840.50,3.5000,2,3.5000,12.8740,10.9750,701.7986,655.6550,366.0634,18361.8581,17.7107,1036.7669,43.8042,46.1436,19.7637,0.8350,122.1700,85.3500,29.3000,1.5848,23.1081,57.1637,10.5848,25.5052,105.6718,36.4143,195.9200,1.0704,15.2090,1.9172,7.1850,24.0000,7.0000,0.0000,2.0000,5.0000,4.0000,97.6757,0.0010,0.2857,0.5714,28.5714,7.0000,3.0000,W,0.0152,0.0121,0.0121,0.5944,1.6164,4.2639,3.0157,2.7202,1.1097,2.8462,2.8167,1.0404,1.4669,1.6534,1.6444,1.3692,1.7865,3.4922,2.9245,0.2000,-3.0000,0.9777,1.9312,1.4561,-0.5291,0.0336,2.5636,2.0453,1.4091,2.0520,-1.9586,2.0870,-0.2187,0.2849,0.6998,1.9898,-2.0000,1.2482,1.3638,1.6642,1.5613,1.1824,0.8570,0.6031,-0.0783,-1.6556,607.1445,2.7833,0
1224,39.0000,470.0000,281.6000,25.4000,-1.6000,104.9000,33.5300,-1.0000,12.9167,906.03,3.5000,2,3.5000,13.5200,13.0500,786.3154,666.4560,307.3934,18825.1066,17.6716,1065.2724,47.1741,119.8595,15.2248,0.8679,36.8300,71.3700,27.0000,1.3894,31.9638,61.6477,9.6780,23.9958,74.9263,31.7815,117.3525,1.1798,6.5603,2.5580,12.4517,26.0000,7.0000,0.0000,3.0000,4.0000,3.0000,63.1491,0.0010,0.4286,0.4286,42.8571,7.0000,3.0000,W,0.0116,0.0112,0.0112,0.5944,1.5912,4.2747,3.0275,2.6721,1.1310,2.8956,2.8238,1.1156,1.4314,1.6805,1.6848,1.4048,1.8172,3.4878,2.9571,0.1428,-3.0000,0.9777,1.8535,1.6321,-0.3579,0.0755,2.4877,2.0208,1.5254,2.4496,-1.9586,1.5663,-0.2187,0.4096,0.6031,1.8004,-2.0000,1.2473,1.5047,2.0787,1.5022,0.8176,1.0956,0.4786,-0.0615,-1.6737,386.2611,2.5869,1
1225,39.3700,700.0000,281.6000,24.7000,-3.8000,118.6200,62.2300,-2.0000,11.4167,1088.13,2.5000,1,2.5000,13.2219,11.8667,738.0599,695.0586,516.4212,25546.3237,22.3652,1142.2353,45.2729,43.0013,47.4311,0.6783,203.3598,56.3900,28.5000,1.3082,52.4616,59.1105,10.2123,16.7379,89.4506,18.4587,195.9200,1.0619,17.1637,1.4292,6.5147,28.0000,7.0000,0.0000,2.0000,5.0000,4.0000,113.2911,0.0010,0.2857,0.5714,28.5714,7.0000,3.0000,W,0.0330,0.0092,0.0092,0.5944,1.5953,4.4073,3.0578,2.8451,1.1213,2.8681,2.8420,1.0743,1.4548,1.6667,1.6646,1.3927,1.8001,3.4899,3.0367,0.1167,-3.0000,0.9294,1.7512,1.4561,-0.5291,0.0302,2.7130,2.0742,1.7940,2.4496,-1.9586,2.3083,-0.2187,0.1581,0.6998,2.0542,-2.0000,1.3496,1.7198,1.6336,1.2662,1.2349,0.8146,0.6031,-0.1686,-1.7167,513.6631,2.7107,0
1226,39.6300,680.0000,225.3000,24.1000,-3.9000,113.2800,56.6400,-1.0000,11.1583,1030.47,3.5000,2,3.5000,13.1333,11.6417,726.2637,666.3337,548.6844,23057.4571,21.6513,1064.9479,45.6086,59.9300,41.8865,0.7048,189.2977,56.6400,28.0000,1.3192,50.0000,59.4790,10.0726,17.8548,90.2697,20.7922,195.9200,1.0899,12.1185,1.3236,6.3026,26.0000,7.0000,0.0000,2.0000,5.0000,5.0000,115.2316,0.0010,0.2857,0.7143,28.5714,7.0000,3.0000,W,0.0086,0.0095,0.0095,0.5944,1.5981,4.3628,3.0273,2.8325,1.1184,2.8611,2.8237,1.0660,1.4472,1.6642,1.6637,1.3820,1.8026,3.4900,3.0130,0.1203,-3.0000,0.9777,1.7531,1.4561,-0.5291,0.0414,2.7393,2.0542,1.7531,2.3528,-1.9586,2.2772,-0.2187,0.1250,0.6998,2.0616,-2.0000,1.3355,1.6990,1.7777,1.3179,1.0838,0.8002,0.6998,-0.1519,-1.7100,462.3997,2.6650,0
1227,41.5000,710.0000,40.2000,23.4000,-5.6000,112.5200,56.6400,0.1000,9.9167,1056.38,4.6000,2,4.6000,12.8973,10.7917,692.2242,681.2800,493.6244,26217.2710,23.7283,1104.8939,44.1454,10.9442,52.6066,0.6553,128.6326,55.8800,29.0000,1.2782,50.3377,57.6023,10.3869,20.8553,104.7415,23.6906,195.9200,1.0161,63.2503,1.4023,5.7247,28.0000,7.0000,0.0000,2.0000,5.0000,7.0000,120.9188,0.0010,0.2857,1.0000,28.5714,7.0000,3.0000,W,0.0001,0.0087,0.0087,0.5944,1.6182,4.4186,3.0433,2.8513,1.1105,2.8402,2.8333,1.0331,1.4624,1.6524,1.6474,1.3692,1.7896,3.4920,3.0238,0.1066,-3.0000,1.0253,1.7473,1.4561,-0.5291,0.0112,2.6934,2.0512,1.7531,1.6043,-1.9586,2.1094,-0.2187,0.1499,0.6998,2.0825,-2.0000,1.3753,1.7019,1.0396,1.3746,1.8011,0.7585,0.8457,-0.1836,-1.7282,504.7768,2.7031,0
1228,41.7200,950.0000,112.7000,21.8000,-8.6000,118.3600,41.6600,-1.0000,7.8833,981.72,3.5000,2,3.5000,12.4583,9.5000,637.2406,627.2641,443.0347,25626.5821,26.6025,963.3137,41.6610,9.9765,54.0580,0.6491,99.6127,76.7000,30.4000,1.4468,35.1977,54.4910,10.9724,23.7953,139.1852,29.0860,195.9200,1.0159,63.8742,1.4384,4.6102,28.0000,7.0000,0.0000,1.0000,6.0000,7.0000,138.2254,0.0010,0.1429,1.0000,14.2857,7.0000,2.0000,W,0.0106,0.0096,0.0096,0.5944,1.6204,4.4087,2.9838,2.9777,1.0955,2.8043,2.7975,0.9777,1.4829,1.6323,1.6170,1.3385,1.7671,3.4968,2.9920,0.1604,-3.0000,0.9777,1.8848,1.1552,-0.8156,0.0111,2.6464,2.0732,1.6197,2.0520,-1.9586,1.9984,-0.2187,0.1609,0.7789,2.1406,-2.0000,1.4249,1.5465,0.9994,1.4637,1.8054,0.6647,0.8457,-0.1877,-1.7077,398.6971,2.6006,0
1229,40.4500,790.0000,144.8000,23.1000,-5.5000,111.7600,32.0000,-1.0000,9.9917,933.70,3.5000,2,3.5000,12.8634,10.8833,693.2519,683.5763,436.4469,22067.1843,19.8610,1111.0828,44.4542,9.6755,34.6841,0.7425,117.3221,79.7600,28.6000,1.4364,28.6328,58.0029,10.3698,27.6999,103.7840,35.6001,195.9200,1.0142,71.6502,1.5884,6.0509,26.0000,7.0000,0.0000,1.0000,6.0000,7.0000,114.5699,0.0010,0.1429,1.0000,14.2857,7.0000,3.0000,W,0.0114,0.0104,0.0104,0.5944,1.6070,4.3437,3.0457,2.8976,1.1094,2.8409,2.8348,1.0368,1.4564,1.6531,1.6484,1.3636,1.7924,3.4919,2.9702,0.1573,-3.0000,0.9777,1.9018,1.1552,-0.8156,0.0104,2.6399,2.0483,1.5051,2.1608,-1.9586,2.0694,-0.2187,0.2037,0.7789,2.0591,-2.0000,1.2980,1.4569,0.9861,1.5515,1.8553,0.7825,0.8457,-0.1293,-1.6904,630.7167,2.7998,0
1230,40.6700,652.0000,201.2000,23.9000,-5.3000,131.0600,40.6400,-2.0000,10.4417,980.18,2.5000,1,2.5000,12.9892,11.2500,712.7270,680.6195,451.2617,23634.5256,21.4252,1103.1163,44.1556,32.1075,37.5253,0.7271,114.9739,90.4200,29.2000,1.6045,31.0087,57.6197,10.4783,25.3811,100.3511,31.0732,195.9200,1.0472,22.1981,1.5794,6.4646,28.0000,7.0000,0.0000,1.0000,6.0000,5.0000,110.2512,0.0010,0.1429,0.7143,14.2857,7.0000,3.0000,W,0.0590,0.0115,0.0115,0.5944,1.6094,4.3735,3.0426,2.8142,1.1136,2.8529,2.8329,1.0512,1.4654,1.6575,1.6503,1.3784,1.7897,3.4914,2.9913,0.2053,-3.0000,0.9294,1.9563,1.1552,-0.8156,0.0242,2.6544,2.1175,1.6090,2.3036,-1.9586,2.0606,-0.2187,0.2012,0.7789,2.0424,-2.0000,1.3309,1.4915,1.5067,1.4924,1.3465,0.8112,0.6998,-0.1384,-1.6676,578.8713,2.7626,1
1231,41.3500,620.0000,136.8000,23.4000,-6.5000,130.0500,36.8300,-1.0000,9.6667,1021.58,3.5000,2,3.5000,12.8285,10.7583,692.7661,683.3721,510.9048,25360.2790,22.8362,1110.5319,43.1285,9.3939,47.4639,0.6781,104.7834,93.2200,29.9000,1.5276,28.3199,56.2865,10.7548,28.6889,111.2567,33.6994,195.9200,1.0137,73.7464,1.3560,5.2745,28.0000,7.0000,0.0000,1.0000,6.0000,7.0000,131.3421,0.0010,0.1429,1.0000,14.2857,7.0000,3.0000,W,0.0126,0.0105,0.0105,0.5944,1.6166,4.4042,3.0455,2.7924,1.1082,2.8406,2.8347,1.0317,1.4757,1.6500,1.6385,1.3692,1.7802,3.4929,3.0093,0.1840,-3.0000,0.9777,1.9695,1.1552,-0.8156,0.0102,2.7083,2.1141,1.5662,2.1361,-1.9586,2.0203,-0.2187,0.1355,0.7789,2.1184,-2.0000,1.3586,1.4521,0.9733,1.5276,1.8678,0.7230,0.8457,-0.1687,-1.6882,450.9529,2.6541,0
1232,40.7700,670.0000,112.7000,23.5000,-5.4000,134.8700,61.9800,-2.0000,10.1083,1127.76,2.5000,1,2.5000,12.9268,10.9667,699.7972,671.4497,536.6398,27558.5622,25.5514,1078.5552,44.3084,28.3476,61.1553,0.6205,160.4163,72.8900,28.9000,1.4351,45.9554,57.8102,10.4370,23.7412,103.2518,25.2619,195.9200,1.0422,24.6863,1.3040,6.0985,28.0000,7.0000,0.0000,1.0000,6.0000,6.0000,114.7492,0.0010,0.1429,0.8571,14.2857,7.0000,3.0000,W,0.0416,0.0095,0.0095,0.5944,1.6104,4.4403,3.0328,2.8261,1.1115,2.8450,2.8270,1.0401,1.4609,1.6543,1.6493,1.3711,1.7911,3.4918,3.0522,0.1569,-3.0000,0.9294,1.8627,1.1552,-0.8156,0.0221,2.7297,2.1299,1.7923,2.0520,-1.9586,2.2053,-0.2187,0.1186,0.7789,2.0598,-2.0000,1.4074,1.6623,1.4527,1.4025,1.3926,0.7859,0.7789,-0.2073,-1.7100,561.1585,2.7491,0
1233,40.8800,650.0000,120.7000,23.4000,-5.6000,125.9800,64.5200,4.0000,10.1250,1130.03,8.5000,3,8.5000,12.8973,11.0167,702.0050,646.9677,578.8546,27198.3806,26.8212,1014.0634,44.1454,55.0373,60.9718,0.6212,185.4523,61.4600,29.0000,1.3378,51.2145,57.6023,10.5051,19.7793,103.7538,21.0040,195.9200,1.0851,12.7551,1.2127,6.1438,28.0000,7.0000,0.0000,1.0000,6.0000,6.0000,114.2620,0.0010,0.1429,0.8571,14.2857,7.0000,3.0000,W,0.1334,0.0088,0.0088,0.5944,1.6116,4.4345,3.0061,2.8129,1.1105,2.8463,2.8109,1.0421,1.4624,1.6544,1.6474,1.3692,1.7896,3.4919,3.0531,0.1264,-3.0000,1.1614,1.7886,1.1552,-0.8156,0.0395,2.7626,2.1003,1.8097,2.0817,-1.9586,2.2683,-0.2187,0.0873,0.7789,2.0579,-2.0000,1.4285,1.7094,1.7407,1.3223,1.1060,0.7891,0.7789,-0.2068,-1.7258,348.3313,2.5420,0
1234,41.3800,695.0000,160.9000,23.9000,-5.8000,108.4600,54.1000,-2.0000,10.1083,1058.17,2.5000,1,2.5000,12.9496,11.0750,709.4669,662.7338,534.8956,24180.6765,22.9111,1055.4142,43.5948,46.7331,49.1500,0.6705,139.5059,54.3600,29.7000,1.2300,49.8801,56.8940,10.7525,17.2866,106.3731,19.6036,195.9200,1.0705,15.1813,1.3264,6.1209,26.0000,7.0000,0.0000,2.0000,5.0000,5.0000,115.9091,0.0010,0.2857,0.7143,28.5714,7.0000,3.0000,W,0.0247,0.0085,0.0085,0.5944,1.6169,4.3835,3.0234,2.8420,1.1123,2.8509,2.8213,1.0443,1.4728,1.6543,1.6454,1.3784,1.7846,3.4923,3.0246,0.0899,-3.0000,0.9294,1.7353,1.4561,-0.5291,0.0336,2.7283,2.0353,1.7332,2.2066,-1.9586,2.1446,-0.2187,0.1259,0.6998,2.0642,-2.0000,1.3600,1.6979,1.6697,1.2923,1.1816,0.7875,0.6998,-0.1736,-1.7328,495.7453,2.6953,0
1235,40.9300,735.0000,201.2000,22.7000,-6.7000,120.9000,37.5900,1.0000,9.3083,961.89,5.5000,2,5.5000,12.7166,10.4333,675.5634,675.5634,468.9081,23229.0355,21.3199,1089.5464,43.3220,0.0000,42.3834,0.7023,130.2007,83.3100,29.4000,1.5083,31.0918,56.5731,10.5243,26.1899,113.0632,32.6731,195.9200,1.0000,675.5634,1.4407,5.5181,26.0000,7.0000,0.0000,0.0000,7.0000,7.0000,122.4277,0.0010,0.0000,1.0000,0.0000,8.0000,3.0000,W,0.0124,0.0105,0.0105,0.5944,1.6121,4.3660,3.0372,2.8663,1.1044,2.8297,2.8297,1.0184,1.4683,1.6465,1.6365,1.3560,1.7823,3.4932,2.9831,0.1785,-3.0000,1.0607,1.9207,-2.0000,-2.0000,0.0043,2.6711,2.0824,1.5751,2.3036,-1.9586,2.1146,-0.2187,0.1616,0.8457,2.0879,-2.0000,1.3288,1.4926,-2.0000,1.5142,2.8297,0.7426,0.8457,-0.1535,-1.6882,1052.0501,3.0220,0
1236,39.9500,763.0000,370.1000,24.6000,-4.1000,116.3300,43.6900,-2.0000,11.2917,971.30,2.5000,1,2.5000,13.1826,11.8167,736.9362,668.8899,436.0645,22555.6950,21.0459,1071.7382,45.0111,68.0463,31.8025,0.7587,134.4922,72.6400,28.7000,1.4372,37.5570,58.7644,10.2572,21.6805,90.8386,26.7854,169.2071,1.1017,10.8299,1.6900,7.7702,28.0000,7.0000,0.0000,3.0000,4.0000,4.0000,94.8411,0.0010,0.4286,0.5714,42.8571,7.0000,3.0000,W,0.0468,0.0107,0.0107,0.5944,1.6016,4.3533,3.0301,2.8825,1.1200,2.8674,2.8254,1.0725,1.4579,1.6655,1.6618,1.3909,1.7977,3.4901,2.9874,0.1575,-3.0000,0.9294,1.8612,1.6321,-0.3579,0.0460,2.6396,2.0657,1.6404,2.5683,-1.9586,2.1287,-0.2187,0.2304,0.6031,1.9770,-2.0000,1.3232,1.5747,1.8329,1.4279,1.0350,0.8910,0.6031,-0.1199,-1.6840,497.0284,2.6964,0
1237,39.9000,483.0000,370.1000,24.9000,-3.9000,123.4400,34.5400,-2.0000,11.3083,976.38,2.5000,1,2.5000,13.2391,11.8250,738.6435,628.7398,415.2600,22192.8021,22.9483,967.0786,45.0098,109.9037,32.1855,0.7565,127.8198,88.9000,28.8000,1.5171,27.9812,58.7983,10.3190,24.3530,91.2517,29.9306,117.3525,1.1748,6.7208,1.7787,10.2575,28.0000,7.0000,0.0000,2.0000,5.0000,4.0000,72.0099,0.0010,0.2857,0.5714,28.5714,7.0000,3.0000,W,0.0542,0.0113,0.0113,0.5944,1.6011,4.3462,2.9855,2.6839,1.1219,2.8684,2.7985,1.0728,1.4594,1.6657,1.6637,1.3962,1.7979,3.4901,2.9896,0.1810,-3.0000,0.9294,1.9489,1.4561,-0.5291,0.0736,2.6183,2.0915,1.5383,2.5683,-1.9586,2.1066,-0.2187,0.2525,0.6998,1.8575,-2.0000,1.3608,1.4469,2.0411,1.4761,0.8281,1.0115,0.6031,-0.1212,-1.6716,366.8506,2.5645,1
1238,40.3200,740.0000,160.9000,24.2000,-4.9000,108.7100,48.7700,-2.0000,10.7000,961.40,2.5000,1,2.5000,13.0620,11.4083,720.2728,644.6457,459.1725,21446.9625,21.2761,1008.0290,44.4004,75.6271,33.4772,0.7492,136.1526,59.9400,29.1000,1.3569,44.8625,57.9480,10.4774,18.4775,97.9198,23.0632,195.9200,1.1173,9.5240,1.5686,6.5226,26.0000,7.0000,0.0000,3.0000,4.0000,4.0000,110.4279,0.0010,0.4286,0.5714,42.8571,7.0000,3.0000,W,0.0389,0.0100,0.0100,0.5944,1.6056,4.3314,3.0035,2.8692,1.1160,2.8575,2.8093,1.0572,1.4639,1.6599,1.6542,1.3838,1.7920,3.4911,2.9829,0.1325,-3.0000,0.9294,1.7777,1.6321,-0.3579,0.0520,2.6620,2.0363,1.6882,2.2066,-1.9586,2.1341,-0.2187,0.1983,0.6031,2.0431,-2.0000,1.3279,1.6519,1.8787,1.3629,0.9793,0.8151,0.6031,-0.1254,-1.6990,496.8887,2.6963,0
1239,41.9200,775.0000,104.6000,22.1000,-8.1000,113.7900,57.4000,-1.0000,8.2000,1075.95,3.5000,2,3.5000,12.5340,9.7000,646.5491,584.7906,601.2123,27101.2305,31.6059,857.4734,42.0689,61.7585,66.4143,0.6009,196.1629,56.3900,30.2000,1.2691,50.4438,54.9925,10.8940,19.5318,132.8531,21.7837,144.0654,1.1056,10.4690,1.0754,7.1569,28.0000,7.0000,0.0000,2.0000,5.0000,5.0000,90.3393,0.0010,0.2857,0.7143,28.5714,7.0000,3.0000,W,0.0066,0.0081,0.0081,0.5944,1.6225,4.4330,2.9332,2.8893,1.0981,2.8106,2.7670,0.9868,1.4800,1.6355,1.6222,1.3444,1.7708,3.4959,3.0318,0.1035,-3.0000,0.9777,1.7512,1.4561,-0.5291,0.0475,2.7790,2.0561,1.7589,2.0196,-1.9586,2.2926,-0.2187,0.0356,0.6998,1.9559,-2.0000,1.4998,1.7028,1.7908,1.3381,1.0203,0.8553,0.6998,-0.2212,-1.7423,370.9731,2.5693,0
1240,42.2000,733.0000,104.6000,22.7000,-7.2000,110.4900,31.7500,1.0000,8.8500,854.46,5.5000,2,5.5000,12.6807,10.1417,667.0168,606.1487,316.6016,20124.2788,22.1126,910.0839,42.7552,60.8681,28.1017,0.7806,75.2540,78.7400,29.9000,1.5517,28.7356,55.8346,10.7637,27.0627,121.6237,38.0068,117.3525,1.1004,10.9584,2.1068,9.9436,26.0000,7.0000,0.0000,3.0000,4.0000,4.0000,67.0800,0.0010,0.4286,0.5714,42.8571,7.0000,3.0000,W,0.0140,0.0114,0.0114,0.5944,1.6254,4.3037,2.9591,2.8651,1.1031,2.8241,2.7826,1.0061,1.4757,1.6420,1.6314,1.3560,1.7770,3.4944,2.9317,0.1908,-3.0000,1.0607,1.8962,1.6321,-0.3579,0.0455,2.5005,2.0433,1.5017,2.0196,-1.9586,1.8766,-0.2187,0.3257,0.6031,1.8267,-2.0000,1.3446,1.4584,1.7845,1.5799,1.0401,0.9980,0.6031,-0.1076,-1.6696,352.3928,2.5470,0
1241,41.5200,568.0000,241.4000,24.7000,-5.7000,121.9200,34.0400,-1.0000,10.5583,930.40,3.5000,2,3.5000,13.0625,11.4833,730.9840,675.2824,357.1133,20781.4295,19.0866,1088.7942,43.1749,55.7017,27.2805,0.7857,103.8355,87.8800,30.4000,1.5725,27.9199,56.3845,11.0100,29.0697,104.2774,37.4932,144.0654,1.0825,13.1232,2.0469,9.0460,26.0000,7.0000,0.0000,3.0000,4.0000,4.0000,80.8071,0.0010,0.4286,0.5714,42.8571,7.0000,3.0000,W,0.0147,0.0117,0.0117,0.5944,1.6184,4.3177,3.0369,2.7543,1.1160,2.8639,2.8295,1.0601,1.4829,1.6586,1.6464,1.3927,1.7809,3.4920,2.9687,0.1966,-3.0000,0.9777,1.9439,1.6321,-0.3579,0.0384,2.5528,2.0861,1.5320,2.3828,-1.9586,2.0164,-0.2187,0.3132,0.6031,1.9075,-2.0000,1.2807,1.4459,1.7459,1.5740,1.1184,0.9569,0.6031,-0.1047,-1.6635,443.2370,2.6466,0
1242,37.4700,400.0000,458.7000,24.6000,-0.6000,120.6500,32.5100,-1.0000,12.6917,891.55,3.5000,2,3.5000,13.5181,12.7417,757.2727,659.3255,321.7816,20095.8556,19.2044,1046.4194,49.0523,97.9472,17.7317,0.8494,14.5746,88.1400,25.2000,1.6239,26.9457,63.7931,9.0202,29.3205,71.0720,39.4645,117.3525,1.1486,7.7314,2.3534,11.7322,28.0000,7.0000,0.0000,3.0000,4.0000,4.0000,64.5466,0.0010,0.4286,0.5714,42.8571,7.0000,3.0000,W,0.0172,0.0133,0.0133,0.5944,1.5738,4.3031,3.0197,2.6021,1.1309,2.8793,2.8191,1.1052,1.4014,1.6784,1.6937,1.3909,1.8312,3.4873,2.9501,0.2106,-3.0000,0.9777,1.9452,1.6321,-0.3579,0.0639,2.5076,2.0815,1.5120,2.6615,-1.9586,1.1639,-0.2187,0.3735,0.6031,1.8099,-2.0000,1.2834,1.4305,1.9910,1.5962,0.8888,1.0697,0.6031,-0.0709,-1.6326,410.1776,2.6130,1
1243,40.1200,660.0000,305.8000,24.4000,-4.8000,127.5100,81.7900,-2.0000,10.8083,1236.99,2.5000,1,2.5000,13.0968,11.5000,723.0148,676.5789,680.1722,29359.5616,26.8795,1092.2665,44.3722,46.4360,71.0878,0.5845,228.7311,45.7200,29.2000,1.2370,64.1440,57.9251,10.4240,15.7348,96.4438,15.2643,195.9200,1.0686,15.5701,1.0630,6.2068,28.0000,7.0000,0.0000,2.0000,5.0000,5.0000,116.4874,0.0010,0.2857,0.7143,28.5714,7.0000,3.0000,W,0.0240,0.0080,0.0080,0.5944,1.6035,4.4677,3.0383,2.8195,1.1172,2.8591,2.8303,1.0607,1.4654,1.6609,1.6551,1.3874,1.7919,3.4909,3.0924,0.0924,-3.0000,0.9294,1.6601,1.4561,-0.5291,0.0329,2.8326,2.1055,1.9127,2.4855,-1.9586,2.3593,-0.2187,0.0306,0.6998,2.0663,-2.0000,1.4294,1.8072,1.6669,1.1837,1.1926,0.7936,0.6998,-0.2332,-1.7447,495.7469,2.6953,0
1244,38.6500,550.0000,354.1000,25.7000,-2.5000,117.6000,61.9800,-2.0000,12.4333,1097.27,2.5000,1,2.5000,13.4696,12.6417,773.6214,658.4573,490.7446,24250.6583,23.2256,1044.1331,45.9178,115.1642,41.8355,0.7050,143.3411,55.6200,28.2000,1.2861,52.7041,60.1132,10.0947,17.9162,81.1904,19.5936,117.3525,1.1749,6.7176,1.5764,11.1081,28.0000,7.0000,0.0000,3.0000,4.0000,3.0000,69.6449,0.0010,0.4286,0.4286,42.8571,7.0000,3.0000,W,0.0319,0.0094,0.0094,0.5944,1.5873,4.3847,3.0188,2.7404,1.1294,2.8885,2.8185,1.1018,1.4502,1.6761,1.6767,1.4099,1.8069,3.4887,3.0403,0.1093,-3.0000,0.9294,1.7452,1.6321,-0.3579,0.0737,2.6909,2.0704,1.7923,2.5491,-1.9586,2.1564,-0.2187,0.2004,0.6031,1.8430,-2.0000,1.3660,1.7218,2.0614,1.2921,0.8279,1.0460,0.4786,-0.1518,-1.7122,370.7376,2.5691,1
